Date,GOOG
2021-01-04,85.8246841430664
2021-01-05,86.45437622070312
2021-01-06,86.17477416992188
2021-01-07,88.755126953125
2021-01-08,89.746337890625
2021-01-11,87.735595703125
2021-01-12,86.73396301269531
2021-01-13,87.12379455566406
2021-01-14,86.4176254272461
2021-01-15,86.219482421875
2021-01-19,88.93439483642578
2021-01-20,93.7037582397461
2021-01-21,93.91978454589844
2021-01-22,94.40644836425781
2021-01-25,94.32451629638672
2021-01-26,95.21044921875
2021-01-27,90.91732025146484
2021-01-28,92.52234649658203
2021-01-29,91.16314697265625
2021-02-01,94.42134857177734
2021-02-02,95.720458984375
2021-02-03,102.8000259399414
2021-02-04,102.41763305664062
2021-02-05,104.18702697753906
2021-02-08,103.93424987792969
2021-02-09,103.46743774414062
2021-02-10,104.0569076538086
2021-02-11,104.08223724365234
2021-02-12,104.49044036865234
2021-02-16,105.3739013671875
2021-02-17,105.69221496582031
2021-02-18,105.14049530029297
2021-02-19,104.34294128417969
2021-02-22,102.54227447509766
2021-02-23,102.83924102783203
2021-02-24,104.04649353027344
2021-02-25,100.87767028808594
2021-02-26,101.15080261230469
2021-03-01,103.36811828613281
2021-03-02,103.0865478515625
2021-03-03,100.6467514038086
2021-03-04,101.75814819335938
2021-03-05,104.71044158935547
2021-03-08,100.52061462402344
2021-03-09,101.93742370605469
2021-03-10,102.05313110351562
2021-03-11,105.01982116699219
2021-03-12,102.39527893066406
2021-03-15,102.62223815917969
2021-03-16,103.91487884521484
2021-03-17,103.84337615966797
2021-03-18,101.1190185546875
2021-03-19,101.46564483642578
2021-03-22,101.23670196533203
2021-03-23,101.95033264160156
2021-03-24,101.5580062866211
2021-03-25,101.52325439453125
2021-03-26,101.08574676513672
2021-03-29,102.09881591796875
2021-03-30,102.07844543457031
2021-03-31,102.72850799560547
2021-04-01,106.1610107421875
2021-04-05,110.52117156982422
2021-04-06,110.48145294189453
2021-04-07,111.719482421875
2021-04-08,112.50212097167969
2021-04-09,113.51716613769531
2021-04-12,111.9732437133789
2021-04-13,112.59300231933594
2021-04-14,111.97571563720703
2021-04-15,114.0525131225586
2021-04-16,114.10713195800781
2021-04-19,114.33756256103516
2021-04-20,113.90204620361328
2021-04-21,113.8851547241211
2021-04-22,112.62528228759766
2021-04-23,114.9781723022461
2021-04-26,115.54629516601562
2021-04-27,114.57196807861328
2021-04-28,118.18672180175781
2021-04-29,120.6687240600586
2021-04-30,119.68693542480469
2021-05-03,118.94452667236328
2021-05-04,116.91244506835938
2021-05-05,117.03608703613281
2021-05-06,118.25823211669922
2021-05-07,119.11933898925781
2021-05-10,116.28721618652344
2021-05-11,114.65339660644531
2021-05-12,111.19308471679688
2021-05-13,112.32979583740234
2021-05-14,115.02086639404297
2021-05-17,115.2815933227539
2021-05-18,114.38871002197266
2021-05-19,114.65091705322266
2021-05-20,117.00381469726562
2021-05-21,116.45804595947266
2021-05-24,119.51563262939453
2021-05-25,119.63480377197266
2021-05-26,120.8494873046875
2021-05-27,119.30904388427734
2021-05-28,119.75846099853516
2021-06-01,120.66475677490234
2021-06-02,120.24115753173828
2021-06-03,119.413330078125
2021-06-04,121.75479888916016
2021-06-07,122.46642303466797
2021-06-08,123.29873657226562
2021-06-09,123.72332763671875
2021-06-10,125.22306823730469
2021-06-11,124.84217834472656
2021-06-14,125.49320983886719
2021-06-15,125.17637634277344
2021-06-16,124.84217834472656
2021-06-17,125.5120849609375
2021-06-18,124.71405029296875
2021-06-21,125.59552001953125
2021-06-22,126.13631439208984
2021-06-23,125.60198211669922
2021-06-24,126.41688537597656
2021-06-25,126.13185119628906
2021-06-28,125.95755004882812
2021-06-29,125.1619873046875
2021-06-30,124.4642562866211
2021-07-01,125.50960540771484
2021-07-02,127.84410858154297
2021-07-06,128.88897705078125
2021-07-07,129.19338989257812
2021-07-08,128.29901123046875
2021-07-09,128.69381713867188
2021-07-12,129.67660522460938
2021-07-13,130.10418701171875
2021-07-14,131.18478393554688
2021-07-15,130.37429809570312
2021-07-16,130.9493865966797
2021-07-19,128.37548828125
2021-07-20,130.21044921875
2021-07-21,131.69924926757812
2021-07-22,132.42230224609375
2021-07-23,136.87930297851562
2021-07-26,138.6953887939453
2021-07-27,135.86672973632812
2021-07-28,135.45455932617188
2021-07-29,135.6124725341797
2021-07-30,134.3019256591797
2021-08-02,135.06520080566406
2021-08-03,135.35374450683594
2021-08-04,135.1039581298828
2021-08-05,136.00926208496094
2021-08-06,136.1046142578125
2021-08-09,137.06402587890625
2021-08-10,137.15789794921875
2021-08-11,136.753662109375
2021-08-12,137.4488983154297
2021-08-13,137.46531677246094
2021-08-16,137.97183227539062
2021-08-17,136.3673095703125
2021-08-18,135.6417694091797
2021-08-19,135.98294067382812
2021-08-20,137.49609375
2021-08-23,140.14048767089844
2021-08-24,141.43064880371094
2021-08-25,141.97840881347656
2021-08-26,141.15704345703125
2021-08-27,143.56800842285156
2021-08-30,144.48077392578125
2021-08-31,144.47332763671875
2021-09-01,144.85072326660156
2021-09-02,143.23878479003906
2021-09-03,143.79098510742188
2021-09-07,144.52993774414062
2021-09-08,143.8987579345703
2021-09-09,143.9285430908203
2021-09-10,140.95639038085938
2021-09-13,142.4899139404297
2021-09-14,142.43130493164062
2021-09-15,144.21905517578125
2021-09-16,143.39222717285156
2021-09-17,140.50201416015625
2021-09-20,138.07212829589844
2021-09-21,138.69735717773438
2021-09-22,139.9805908203125
2021-09-23,140.862548828125
2021-09-24,141.66355895996094
2021-09-27,140.53924560546875
2021-09-28,135.25840759277344
2021-09-29,133.606689453125
2021-09-30,132.35972595214844
2021-10-01,135.53500366210938
2021-10-04,132.8558349609375
2021-10-05,135.25144958496094
2021-10-06,136.42044067382812
2021-10-07,138.23951721191406
2021-10-08,139.10406494140625
2021-10-11,137.90379333496094
2021-10-12,135.78378295898438
2021-10-13,136.96270751953125
2021-10-14,140.45086669921875
2021-10-15,140.7120819091797
2021-10-18,141.98883056640625
2021-10-19,142.84446716308594
2021-10-20,141.44703674316406
2021-10-21,141.81004333496094
2021-10-22,137.6828155517578
2021-10-25,137.82980346679688
2021-10-26,138.72268676757812
2021-10-27,145.43226623535156
2021-10-28,145.1358184814453
2021-10-29,147.2627410888672
2021-11-01,142.79681396484375
2021-11-02,144.87161254882812
2021-11-03,145.79229736328125
2021-11-04,147.6724395751953
2021-11-05,148.22665405273438
2021-11-08,148.33639526367188
2021-11-09,148.23410034179688
2021-11-10,145.6294403076172
2021-11-11,145.75057983398438
2021-11-12,148.62838745117188
2021-11-15,148.37265014648438
2021-11-16,148.06275939941406
2021-11-17,148.04885864257812
2021-11-18,149.68466186523438
2021-11-19,148.9333038330078
2021-11-22,146.07884216308594
2021-11-23,145.75953674316406
2021-11-24,145.7202911376953
2021-11-26,141.8353729248047
2021-11-29,145.1208953857422
2021-11-30,141.48377990722656
2021-12-01,140.65545654296875
2021-12-02,142.79928588867188
2021-12-03,141.5518035888672
2021-12-06,142.81912231445312
2021-12-07,147.0303192138672
2021-12-08,147.70968627929688
2021-12-09,147.099365234375
2021-12-10,147.66448974609375
2021-12-13,145.70738220214844
2021-12-14,143.9851837158203
2021-12-15,146.3668670654297
2021-12-16,143.85409545898438
2021-12-17,141.8323974609375
2021-12-20,141.43362426757812
2021-12-21,143.24029541015625
2021-12-22,145.95022583007812
2021-12-23,146.14242553710938
2021-12-27,147.0576171875
2021-12-28,145.45262145996094
2021-12-29,145.5087432861328
2021-12-30,145.01016235351562
2021-12-31,143.69615173339844
2022-01-03,144.08843994140625
2022-01-04,143.4349365234375
2022-01-05,136.71792602539062
2022-01-06,136.61610412597656
2022-01-07,136.07330322265625
2022-01-10,137.6321258544922
2022-01-11,139.06582641601562
2022-01-12,140.68524169921875
2022-01-13,138.18536376953125
2022-01-14,138.83639526367188
2022-01-18,135.36415100097656
2022-01-19,134.72999572753906
2022-01-20,132.59909057617188
2022-01-21,129.2078094482422
2022-01-24,129.4858856201172
2022-01-25,125.87409973144531
2022-01-26,128.36158752441406
2022-01-27,128.243408203125
2022-01-28,132.38356018066406
2022-01-31,134.7761993408203
2022-02-01,136.94137573242188
2022-02-02,147.0303192138672
2022-02-03,141.68093872070312
2022-02-04,142.04396057128906
2022-02-07,137.99366760253906
2022-02-08,138.2667999267578
2022-02-09,140.49159240722656
2022-02-10,137.66043090820312
2022-02-11,133.21835327148438
2022-02-14,134.3804168701172
2022-02-15,135.49826049804688
2022-02-16,136.5530242919922
2022-02-17,131.40924072265625
2022-02-18,129.58074951171875
2022-02-22,128.5229949951172
2022-02-23,126.71783447265625
2022-02-24,131.77174377441406
2022-02-25,133.60520935058594
2022-02-28,133.9741973876953
2022-03-01,133.25608825683594
2022-03-02,133.8356170654297
2022-03-03,133.3951416015625
2022-03-04,131.2239990234375
2022-03-07,125.60494995117188
2022-03-08,126.41342163085938
2022-03-09,132.95614624023438
2022-03-10,131.7801971435547
2022-03-11,129.58868408203125
2022-03-14,125.87956237792969
2022-03-15,128.77923583984375
2022-03-16,132.78184509277344
2022-03-17,133.68565368652344
2022-03-18,135.87167358398438
2022-03-21,135.55088806152344
2022-03-22,139.32406616210938
2022-03-23,137.5621337890625
2022-03-24,140.35153198242188
2022-03-25,140.55963134765625
2022-03-28,140.98521423339844
2022-03-29,142.2763671875
2022-03-30,141.6749725341797
2022-03-31,138.70034790039062
2022-04-01,139.74368286132812
2022-04-04,142.66619873046875
2022-04-05,140.10423278808594
2022-04-06,136.24362182617188
2022-04-07,135.5374755859375
2022-04-08,133.09967041015625
2022-04-11,128.91432189941406
2022-04-12,127.50196838378906
2022-04-13,129.4004669189453
2022-04-14,126.38807678222656
2022-04-18,127.09127807617188
2022-04-19,129.643798828125
2022-04-20,127.37385559082031
2022-04-21,124.08834075927734
2022-04-22,118.80101013183594
2022-04-25,122.41230010986328
2022-04-26,118.69374084472656
2022-04-27,114.23873138427734
2022-04-28,118.59989929199219
2022-04-29,114.18509674072266
2022-05-02,116.36070251464844
2022-05-03,117.32660675048828
2022-05-04,121.74188995361328
2022-05-05,115.9530029296875
2022-05-06,114.87388610839844
2022-05-09,112.31539154052734
2022-05-10,113.80569458007812
2022-05-11,113.18643951416016
2022-05-12,112.39187622070312
2022-05-13,115.72357177734375
2022-05-16,114.01228332519531
2022-05-17,115.9083023071289
2022-05-18,111.63704681396484
2022-05-19,109.99279022216797
2022-05-20,108.57003784179688
2022-05-23,110.90752410888672
2022-05-24,105.2060546875
2022-05-25,105.1201400756836
2022-05-26,107.55994415283203
2022-05-27,112.03234100341797
2022-05-31,113.26390075683594
2022-06-01,113.36123657226562
2022-06-02,116.94571685791016
2022-06-03,113.78533935546875
2022-06-06,116.21520233154297
2022-06-07,116.43273162841797
2022-06-08,116.44115447998047
2022-06-09,114.13693237304688
2022-06-10,110.6701431274414
2022-06-13,106.15009307861328
2022-06-14,106.4654312133789
2022-06-15,109.64020538330078
2022-06-16,105.91122436523438
2022-06-17,107.13236999511719
2022-06-21,111.25365447998047
2022-06-22,111.27252960205078
2022-06-23,111.91862487792969
2022-06-24,117.73233032226562
2022-06-27,115.82984161376953
2022-06-28,111.80638885498047
2022-06-29,111.49352264404297
2022-06-30,108.62911987304688
2022-07-01,108.33960723876953
2022-07-05,113.1129379272461
2022-07-06,114.43042755126953
2022-07-07,118.49510192871094
2022-07-08,119.35175323486328
2022-07-11,115.73052215576172
2022-07-12,114.06890869140625
2022-07-13,111.42449951171875
2022-07-14,110.68257141113281
2022-07-15,112.00054931640625
2022-07-18,109.1629638671875
2022-07-19,113.84095001220703
2022-07-20,113.92041015625
2022-07-21,114.25809478759766
2022-07-22,107.62350463867188
2022-07-25,107.47451782226562
2022-07-26,104.72335815429688
2022-07-27,112.82788848876953
2022-07-28,113.8111572265625
2022-07-29,115.84722137451172
2022-08-01,114.69510650634766
2022-08-02,115.11225891113281
2022-08-03,117.97268676757812
2022-08-04,118.06207275390625
2022-08-05,117.41648864746094
2022-08-08,117.33702850341797
2022-08-09,116.70137023925781
2022-08-10,119.8299789428711
2022-08-11,119.00560760498047
2022-08-12,121.81637573242188
2022-08-15,122.04480743408203
2022-08-16,121.67733001708984
2022-08-17,119.50221252441406
2022-08-18,120.0385513305664
2022-08-19,117.31716918945312
2022-08-22,114.28789520263672
2022-08-23,113.98993682861328
2022-08-24,113.92041015625
2022-08-25,116.9000244140625
2022-08-26,110.54351806640625
2022-08-29,109.59004211425781
2022-08-30,109.1629638671875
2022-08-31,108.40813446044922
2022-09-01,109.79862976074219
2022-09-02,107.94133758544922
2022-09-06,106.7494888305664
2022-09-07,109.72909545898438
2022-09-08,108.6762924194336
2022-09-09,111.020263671875
2022-09-12,111.10964965820312
2022-09-13,104.59423828125
2022-09-14,105.15042877197266
2022-09-15,103.19381713867188
2022-09-16,102.92565155029297
2022-09-19,103.1441650390625
2022-09-20,101.13789367675781
2022-09-21,99.33025360107422
2022-09-22,99.8864517211914
2022-09-23,98.49596405029297
2022-09-26,98.13841247558594
2022-09-27,97.42330169677734
2022-09-28,100.05529022216797
2022-09-29,97.42330169677734
2022-09-30,95.49649047851562
2022-10-03,98.62509155273438
2022-10-04,101.71395874023438
2022-10-05,101.52523803710938
2022-10-06,101.54509735107422
2022-10-07,98.89326477050781
2022-10-10,98.03909301757812
2022-10-11,97.38358306884766
2022-10-12,97.63187408447266
2022-10-13,99.03230285644531
2022-10-14,96.51950073242188
2022-10-17,100.09502410888672
2022-10-18,100.70088195800781
2022-10-19,99.60836029052734
2022-10-20,99.84672546386719
2022-10-21,100.7902603149414
2022-10-24,102.27013397216797
2022-10-25,104.21681213378906
2022-10-26,94.17552947998047
2022-10-27,91.97062683105469
2022-10-28,95.92356872558594
2022-10-31,94.0166244506836
2022-11-01,89.88489532470703
2022-11-02,86.47820281982422
2022-11-03,82.92253875732422
2022-11-04,86.11071014404297
2022-11-07,88.04747772216797
2022-11-08,88.30570220947266
2022-11-09,86.80596923828125
2022-11-10,93.52994537353516
2022-11-11,96.07255554199219
2022-11-14,95.37730407714844
2022-11-15,98.04902648925781
2022-11-16,98.31718444824219
2022-11-17,97.83052062988281
2022-11-18,97.1352767944336
2022-11-21,95.17867279052734
2022-11-22,96.66847229003906
2022-11-23,98.14834594726562
2022-11-25,96.93663024902344
2022-11-28,95.59581756591797
2022-11-29,94.79131317138672
2022-11-30,100.7604751586914
2022-12-01,100.59163665771484
2022-12-02,100.14468383789062
2022-12-05,99.19121551513672
2022-12-06,96.64860534667969
2022-12-07,94.5032958984375
2022-12-08,93.31143951416016
2022-12-09,92.43743133544922
2022-12-12,92.9240951538086
2022-12-13,95.19852447509766
2022-12-14,94.66220092773438
2022-12-15,90.58013153076172
2022-12-16,90.24244689941406
2022-12-19,88.5440673828125
2022-12-20,89.02080535888672
2022-12-21,89.63658905029297
2022-12-22,87.66012573242188
2022-12-23,89.1995849609375
2022-12-27,87.33236694335938
2022-12-28,85.87236022949219
2022-12-29,88.34542846679688
2022-12-30,88.1269302368164
2023-01-03,89.09033203125
2023-01-04,88.10706329345703
2023-01-05,86.18024444580078
2023-01-06,87.56079864501953
2023-01-09,88.19644165039062
2023-01-10,88.63345336914062
2023-01-11,91.6329345703125
2023-01-12,91.28531646728516
2023-01-13,92.16926574707031
2023-01-17,91.53362274169922
2023-01-18,91.15618896484375
2023-01-19,93.27172088623047
2023-01-20,98.605224609375
2023-01-23,100.52210235595703
2023-01-24,98.53569030761719
2023-01-25,96.07255554199219
2023-01-26,98.48603820800781
2023-01-27,100.02549743652344
2023-01-30,97.28424835205078
2023-01-31,99.19121551513672
2023-02-01,100.74060821533203
2023-02-02,108.06051635742188
2023-02-03,104.50484466552734
2023-02-06,102.7667465209961
2023-02-07,107.3056869506836
2023-02-08,99.32032775878906
2023-02-09,94.8111801147461
2023-02-10,94.21526336669922
2023-02-13,94.35430145263672
2023-02-14,94.30464172363281
2023-02-15,96.44003295898438
2023-02-16,95.12899780273438
2023-02-17,93.94709777832031
2023-02-21,91.42436218261719
2023-02-22,91.17606353759766
2023-02-23,90.4510269165039
2023-02-24,88.74271392822266
2023-02-27,89.48761749267578
2023-02-28,89.68624877929688
2023-03-01,89.89482879638672
2023-03-02,91.6825942993164
2023-03-03,93.38096618652344
2023-03-06,94.93037414550781
2023-03-07,93.52994537353516
2023-03-08,94.0066909790039
2023-03-09,92.03022766113281
2023-03-10,90.39143371582031
2023-03-13,91.0370101928711
2023-03-14,93.60940551757812
2023-03-15,95.89379119873047
2023-03-16,100.383056640625
2023-03-17,101.76360321044922
2023-03-20,101.2372055053711
2023-03-21,105.1206283569336
2023-03-22,103.51164245605469
2023-03-23,105.53778076171875
2023-03-24,105.3391342163086
2023-03-27,102.35952758789062
2023-03-28,100.67108154296875
2023-03-29,101.20740509033203
2023-03-30,100.63136291503906
2023-03-31,103.29313659667969
2023-04-03,104.19695281982422
2023-04-04,104.40553283691406
2023-04-05,104.23667907714844
2023-04-06,108.15983581542969
2023-04-10,106.22309112548828
2023-04-11,105.39873504638672
2023-04-12,104.50484466552734
2023-04-13,107.45467376708984
2023-04-14,108.71602630615234
2023-04-17,105.69668579101562
2023-04-18,104.40553283691406
2023-04-19,104.30620574951172
2023-04-20,105.18022918701172
2023-04-21,105.1901626586914
2023-04-24,106.05423736572266
2023-04-25,103.89899444580078
2023-04-26,103.74008178710938
2023-04-27,107.6334457397461
2023-04-28,107.48445892333984
2023-05-01,106.97792053222656
2023-05-02,105.25969696044922
2023-05-03,105.39873504638672
2023-05-04,104.49490356445312
2023-05-05,105.49308013916016
2023-05-08,107.50431823730469
2023-05-09,107.20637512207031
2023-05-10,111.5168685913086
2023-05-11,116.10545349121094
2023-05-12,117.11852264404297
2023-05-15,116.16505432128906
2023-05-16,119.27377319335938
2023-05-17,120.65432739257812
2023-05-18,122.68045806884766
2023-05-19,122.41230010986328
2023-05-22,125.01449584960938
2023-05-23,122.45203399658203
2023-05-24,120.81324768066406
2023-05-25,123.50482940673828
2023-05-26,124.57748413085938
2023-05-30,123.79285430908203
2023-05-31,122.53148651123047
2023-06-01,123.52468872070312
2023-06-02,124.37885284423828
2023-06-05,125.76933288574219
2023-06-06,127.04063415527344
2023-06-07,122.10440063476562
2023-06-08,121.83624267578125
2023-06-09,122.03488159179688
2023-06-12,123.50482940673828
2023-06-13,123.58428192138672
2023-06-14,123.53461456298828
2023-06-15,124.9350357055664
2023-06-16,123.21678924560547
2023-06-20,123.00821685791016
2023-06-21,120.43583679199219
2023-06-22,123.02808380126953
2023-06-23,122.18385314941406
2023-06-26,118.28057098388672
2023-06-27,118.20111846923828
2023-06-28,120.2570571899414
2023-06-29,119.19432067871094
2023-06-30,120.1478042602539
2023-07-03,119.74057006835938
2023-07-05,121.79650115966797
2023-07-06,120.10807037353516
2023-07-07,119.32344055175781
2023-07-10,116.07567596435547
2023-07-11,116.90995788574219
2023-07-12,118.80697631835938
2023-07-13,123.98155212402344
2023-07-14,124.84564208984375
2023-07-17,124.20999145507812
2023-07-18,123.23666381835938
2023-07-19,121.94548797607422
2023-07-20,118.71758270263672
2023-07-21,119.49227905273438
2023-07-24,121.0516128540039
2023-07-25,121.95543670654297
2023-07-26,128.7787322998047
2023-07-27,128.98728942871094
2023-07-28,132.10595703125
2023-07-31,132.2052764892578
2023-08-01,130.9935760498047
2023-08-02,127.76566314697266
2023-08-03,127.8947982788086
2023-08-04,127.66635131835938
2023-08-07,131.04324340820312
2023-08-08,130.9439239501953
2023-08-09,129.265380859375
2023-08-10,129.3249969482422
2023-08-11,129.28526306152344
2023-08-14,130.9340057373047
2023-08-15,129.38458251953125
2023-08-16,128.23248291015625
2023-08-17,129.57330322265625
2023-08-18,127.23927307128906
2023-08-21,128.05369567871094
2023-08-22,128.80853271484375
2023-08-23,132.30459594726562
2023-08-24,129.53355407714844
2023-08-25,129.80174255371094
2023-08-28,130.89427185058594
2023-08-29,134.56912231445312
2023-08-30,135.9993133544922
2023-08-31,136.41644287109375
2023-09-01,135.8701934814453
2023-09-05,135.78082275390625
2023-09-06,134.4499053955078
2023-09-07,135.27427673339844
2023-09-08,136.26748657226562
2023-09-11,136.80381774902344
2023-09-12,135.14517211914062
2023-09-13,136.56544494628906
2023-09-14,138.04531860351562
2023-09-15,137.3600311279297
2023-09-18,138.0155487060547
2023-09-19,137.88638305664062
2023-09-20,133.6752166748047
2023-09-21,130.46717834472656
2023-09-22,130.35794067382812
2023-09-25,131.27166748046875
2023-09-26,128.5701446533203
2023-09-27,130.56651306152344
2023-09-28,132.22515869140625
2023-09-29,130.95384216308594
2023-10-02,134.25128173828125
2023-10-03,132.39398193359375
2023-10-04,135.34381103515625
2023-10-05,135.06570434570312
2023-10-06,137.78709411621094
2023-10-09,138.55184936523438
2023-10-10,138.25389099121094
2023-10-11,140.7368927001953
2023-10-12,139.3364715576172
2023-10-13,137.63812255859375
2023-10-16,139.53512573242188
2023-10-17,140.03172302246094
2023-10-18,138.33334350585938
2023-10-19,138.03536987304688
2023-10-20,135.8106231689453
2023-10-23,136.96270751953125
2023-10-24,139.16763305664062
2023-10-25,125.80905151367188
2023-10-26,122.60100555419922
2023-10-27,122.561279296875
2023-10-30,124.89530181884766
2023-10-31,124.44837188720703
2023-11-01,126.70293426513672
2023-11-02,127.7060775756836
2023-11-03,129.48388671875
2023-11-06,130.5565643310547
2023-11-07,131.50009155273438
2023-11-08,132.35426330566406
2023-11-09,130.79495239257812
2023-11-10,133.14883422851562
2023-11-13,132.73167419433594
2023-11-14,134.509521484375
2023-11-15,135.45306396484375
2023-11-16,137.75729370117188
2023-11-17,136.00926208496094
2023-11-20,136.9825897216797
2023-11-21,137.67782592773438
2023-11-22,139.06832885742188
2023-11-24,137.2805633544922
2023-11-27,137.1116943359375
2023-11-28,137.67782592773438
2023-11-29,135.47293090820312
2023-11-30,133.00978088378906
2023-12-01,132.41387939453125
2023-12-04,129.74215698242188
2023-12-05,131.4901885986328
2023-12-06,130.53668212890625
2023-12-07,137.50900268554688
2023-12-08,135.71128845214844
2023-12-11,133.7844696044922
2023-12-12,132.73167419433594
2023-12-13,133.0594482421875
2023-12-14,132.294677734375
2023-12-15,132.93032836914062
2023-12-18,136.25755310058594
2023-12-19,137.16140747070312
2023-12-20,138.7107696533203
2023-12-21,140.8362274169922
2023-12-22,141.74996948242188
2023-12-26,141.8492889404297
2023-12-27,140.47866821289062
2023-12-28,140.31976318359375
2023-12-29,139.97213745117188
2024-01-02,138.61143493652344
2024-01-03,139.40602111816406
2024-01-04,137.1017608642578
2024-01-05,136.45619201660156
2024-01-08,139.57484436035156
2024-01-09,141.59103393554688
2024-01-10,142.8226318359375
2024-01-11,142.69351196289062
2024-01-12,143.25962829589844
2024-01-16,143.10072326660156
2024-01-17,141.91880798339844
2024-01-18,144.00454711914062
2024-01-19,146.96426391601562
2024-01-22,146.70608520507812
2024-01-23,147.66944885253906
2024-01-24,149.32810974121094
2024-01-25,152.59576416015625
2024-01-26,152.74473571777344
2024-01-29,153.78761291503906
2024-01-30,152.00978088378906
2024-01-31,140.8362274169922
2024-02-01,141.74005126953125
2024-02-02,142.5643768310547
2024-02-05,143.9449462890625
2024-02-06,144.42166137695312
2024-02-07,145.68304443359375
2024-02-08,146.21937561035156
2024-02-09,149.19898986816406
2024-02-12,147.7191162109375
2024-02-13,145.3751678466797
2024-02-14,146.1399383544922
2024-02-15,142.96168518066406
2024-02-16,140.79649353027344
2024-02-20,141.2334747314453
2024-02-21,142.8623504638672
2024-02-22,144.33230590820312
2024-02-23,144.302490234375
2024-02-26,137.80694580078125
2024-02-27,139.1477813720703
2024-02-28,136.49591064453125
2024-02-29,138.82994079589844
2024-03-01,137.14151000976562
2024-03-04,133.28787231445312
2024-03-05,132.8707275390625
2024-03-06,131.6590118408203
2024-03-07,134.32083129882812
2024-03-08,135.3636474609375
2024-03-11,137.99566650390625
2024-03-12,138.67103576660156
2024-03-13,139.81321716308594
2024-03-14,143.3589630126953
2024-03-15,141.20370483398438
2024-03-18,147.4708251953125
2024-03-19,146.9146270751953
2024-03-20,148.66265869140625
2024-03-21,147.7290496826172
2024-03-22,150.73846435546875
2024-03-25,150.1226806640625
2024-03-26,150.6689453125
2024-03-27,150.9073028564453
2024-03-28,151.22512817382812
2024-04-01,155.43630981445312
2024-04-02,154.81057739257812
2024-04-03,155.30718994140625
2024-04-04,150.9073028564453
2024-04-05,152.8937225341797
2024-04-08,155.07875061035156
2024-04-09,157.06515502929688
2024-04-10,156.58843994140625
2024-04-11,159.6971435546875
2024-04-12,158.1080322265625
2024-04-15,155.26747131347656
2024-04-16,154.939697265625
2024-04-17,155.813720703125
2024-04-18,156.3897705078125
2024-04-19,154.66162109375
2024-04-22,156.87644958496094
2024-04-23,158.8330535888672
2024-04-24,160.00503540039062
2024-04-25,156.87644958496094
2024-04-26,172.50946044921875
2024-04-29,166.75881958007812
2024-04-30,163.52098083496094
2024-05-01,164.4446563720703
2024-05-02,167.3150177001953
2024-05-03,167.8414306640625
2024-05-06,168.67572021484375
2024-05-07,171.80429077148438
2024-05-08,169.99667358398438
2024-05-09,170.41383361816406
2024-05-10,169.13259887695312
2024-05-13,169.7384033203125
2024-05-14,170.76144409179688
2024-05-15,172.69818115234375
2024-05-16,174.23764038085938
2024-05-17,176.08499145507812
2024-05-20,177.24705505371094
2024-05-21,178.31971740722656
2024-05-22,176.79017639160156
2024-05-23,173.87014770507812
2024-05-24,175.13156127929688
2024-05-28,176.81002807617188
2024-05-29,176.19424438476562
2024-05-30,172.38037109375
2024-05-31,172.77761840820312
2024-06-03,173.23451232910156
2024-06-04,173.939697265625
2024-06-05,175.86651611328125
2024-06-06,177.1378173828125
2024-06-07,174.75411987304688
2024-06-10,175.6291046142578
2024-06-11,177.18028259277344
2024-06-12,178.5425262451172
2024-06-13,175.73849487304688
2024-06-14,177.3592529296875
2024-06-17,177.76693725585938
2024-06-18,175.4501495361328
2024-06-20,176.7030029296875
2024-06-21,179.23854064941406
2024-06-24,179.76553344726562
2024-06-25,184.52841186523438
2024-06-26,184.31956481933594
2024-06-27,185.80116271972656
2024-06-28,182.38063049316406
2024-07-01,183.44459533691406
2024-07-02,185.5525665283203
2024-07-03,186.32814025878906
2024-07-05,190.8722686767578
2024-07-08,189.40065002441406
2024-07-09,189.36087036132812
2024-07-10,191.56829833984375
2024-07-11,186.23866271972656
2024-07-12,185.7216033935547
2024-07-15,187.1236114501953
2024-07-16,184.44886779785156
2024-07-17,181.58518981933594
2024-07-18,178.2044677734375
2024-07-19,178.37347412109375
2024-07-22,182.31105041503906
2024-07-23,182.55963134765625
2024-07-24,173.38192749023438
2024-07-25,168.20143127441406
2024-07-26,167.7241668701172
2024-07-29,170.16030883789062
2024-07-30,170.8861541748047
2024-07-31,172.1688232421875
